wdr,dissim,leven,is_bot
497,530,647,0
257,625,717,0
566,236,196,0
290,841,694,0
387,466,498,0
706,616,619,0
808,57,9,0
452,192,339,0
357,846,832,0
344,350,359,0
327,343,538,0
883,668,452,0
612,470,429,0
342,724,617,0
752,591,542,0
627,120,53,0
268,665,605,0
338,747,716,0
251,497,507,0
371,546,519,0
40,723,695,0
454,474,399,0
219,602,561,0
249,705,671,0
567,634,578,0
457,498,513,0
381,356,382,0
14,792,796,0
390,640,564,0
914,76,45,0
444,477,334,0
610,217,121,0
305,829,782,0
575,224,351,0
150,732,658,0
222,889,856,0
378,123,172,0
718,877,949,0
554,376,381,0
218,778,715,0
641,694,823,0
175,741,764,0
680,54,35,0
923,42,40,0
23,892,820,0
548,417,435,0
447,529,502,0
78,909,846,0
289,571,451,0
781,33,580,0
404,548,662,0
143,22,907,0
906,75,30,0
349,554,704,0
568,92,112,0
149,646,568,0
847,137,215,0
423,291,217,0
212,802,860,0
321,454,349,0
84,660,674,0
314,363,489,0
711,109,57,0
858,163,125,0
399,491,603,0
941,161,55,0
780,290,192,0
660,302,289,0
263,735,728,0
31,131,89,0
106,809,881,0
43,651,793,0
648,213,269,0
792,837,776,0
87,871,837,0
782,281,290,0
204,383,566,0
709,657,689,0
293,234,176,0
683,643,574,0
560,779,614,0
126,525,361,0
418,746,720,0
846,654,634,0
347,203,258,0
593,254,328,0
865,142,81,0
483,783,766,0
79,914,903,0
255,515,589,0
107,513,504,0
601,353,420,0
658,150,170,0
124,671,558,0
275,878,854,0
281,278,256,0
795,429,363,0
160,950,950,0
741,332,202,0
453,451,406,0
937,292,307,0
662,124,201,0
576,401,733,0
631,233,271,0
383,867,875,0
363,644,479,0
384,246,167,0
777,502,440,0
89,93,137,0
158,599,579,0
178,305,337,0
259,600,594,0
123,844,840,0
95,412,270,0
129,885,918,0
273,306,237,0
779,669,586,0
756,112,95,0
812,143,257,0
929,43,69,0
443,610,527,0
136,103,66,0
320,609,625,0
579,436,494,0
442,586,543,0
894,251,197,0
145,659,639,0
771,235,188,0
495,506,468,0
940,31,13,0
667,277,414,0
302,190,85,0
787,684,638,0
902,762,781,0
377,162,87,0
353,346,374,0
297,760,663,0
817,34,33,0
659,287,408,0
949,99,119,0
462,611,623,0
59,603,537,0
33,613,735,0
714,414,326,0
128,865,896,0
535,296,203,0
697,478,761,0
863,527,450,0
386,672,737,0
223,788,805,0
596,781,746,0
352,880,912,0
109,840,884,0
25,942,929,0
28,891,914,0
216,923,925,0
245,795,863,0
71,934,936,0
179,816,913,0
194,936,923,0
407,919,924,0
56,949,945,0
82,951,951,0
